,YEAR,SEX,STATE,COUNTY,GEOID,RACE,AGE,SSP1,SSP2,SSP3,SSP4,SSP5
1038776,2030,1,37,1,37001,1,15,3380.388300151344,3271.2816143270948,3148.869094327309,3271.305387820008,3391.5641908699126
1038777,2030,1,37,1,37001,1,16,2512.629035997026,2396.0689351045967,2274.146943710054,2396.009603770592,2517.004510173367
1038778,2030,1,37,1,37001,1,17,1894.666594697876,1766.7446041186515,1640.3906926307013,1766.730946166989,1895.7834306258253
1038779,2030,1,37,1,37001,1,18,1596.1337058145994,1415.9592255877167,1252.3540944090048,1415.9544250885565,1596.3272611555594
1038780,2030,1,37,1,37001,2,1,1199.3205984846436,1234.111428645568,962.915229663164,1065.4503721623844,1499.9262192857611
1038781,2030,1,37,1,37001,2,2,1282.5873787113055,1309.9061934908134,1095.250288651324,1185.0760069121395,1526.47019313713
1038782,2030,1,37,1,37001,2,3,1280.2606415284574,1298.042151018118,1155.7954725750294,1215.763425345815,1447.1672334871375
1038783,2030,1,37,1,37001,2,4,1231.9252888072556,1238.5461523859285,1162.6438936960378,1193.8129353951276,1320.9972405446272
1038784,2030,1,37,1,37001,2,5,1148.6307668094435,1147.4647028279526,1128.9191483699199,1147.195897477034,1165.518287205074
1038785,2030,1,37,1,37001,2,6,974.8212318165967,972.8831677886698,934.92334817703,972.5077965136104,1010.1960038148036
1038786,2030,1,37,1,37001,2,7,1142.94013489168,1140.108063743284,1069.367294446915,1139.283803423992,1209.988028496349
1038787,2030,1,37,1,37001,2,8,1286.4657013287867,1282.1853037684325,1205.3955790794105,1281.5031940808813,1359.2532393507315
1038788,2030,1,37,1,37001,2,9,1320.9240142695612,1315.2931119063405,1246.2379078335964,1315.0662589472352,1385.65525348962
