"","id","Latitude","Longitude"
"X.211",211,35.6076482672432,-82.5552256593185
"X.212",212,35.6702127920219,-82.3062528383286
"X.213",213,35.5728254592984,-82.6580221726627
"X.214",214,35.4968177248025,-82.4824155398604
"X.215",215,35.7142336446589,-82.5591077265285
"X.216",216,35.6082172850825,-82.5115458602724
"X.217",217,35.5348600547705,-82.5411627447974
"X.218",218,35.7149821195709,-82.6322977867767
"X.219",219,35.615563235947,-82.3457774546948
"X.220",220,35.6369542087664,-82.5612414050542
"X.221",221,35.5891365737528,-82.5607994580039
"X.222",222,35.5807276013675,-82.4200257738867
"X.223",223,35.7637064966044,-82.4031865871177
"X.224",224,35.4619873001602,-82.4932348771072
"X.225",225,35.5921792316823,-82.5470107429457
"X.226",226,35.5279766903379,-82.2736816001255
"X.227",227,35.5771075085749,-82.5723640118111
"X.228",228,35.5743609699079,-82.556823518797
"X.229",229,35.5090124389072,-82.4437566234339
"X.230",230,35.5025709927585,-82.5229194712998
"X.231",231,35.75936635484,-82.5309989974407
"X.232",232,35.6206382044494,-82.3270198260731
"X.233",233,35.6284162887533,-82.3157851067152
"X.234",234,35.6041912229685,-82.4681262804307
"X.235",235,35.5725653884696,-82.5997270884225
"X.236",236,35.6635012742099,-82.8260148526211
"X.237",237,35.5517759977297,-82.7383069419389
"X.238",238,35.5631471450499,-82.4716409746665
"X.239",239,35.6452469839459,-82.4612931372679
"X.240",240,35.602823497457,-82.4342753179304
"X.241",241,35.617424632012,-82.5536879128837
"X.242",242,35.6696634429486,-82.5816653734592
"X.243",243,35.4945555337856,-82.5485773588357
"X.244",244,35.5544872628365,-82.6292413227983
"X.245",245,35.5696464898792,-82.5863958989828
"X.246",246,35.6177997783756,-81.5800798402682
"X.247",247,35.9532432381423,-81.8860600980459
"X.248",248,35.7656964980323,-81.5969324863205
"X.249",249,35.7165448443332,-81.7913542772574
"X.250",250,35.7351335008963,-81.5782341561584
"X.251",251,35.7088036364215,-81.7411810782766
"X.252",252,35.8724613080263,-81.8199984450021
"X.253",253,35.7042587755405,-81.4394799602242
"X.254",254,35.7792530456819,-81.9051643011813
"X.255",255,35.7840088719756,-81.8507404314769
"X.256",256,35.6631278891168,-81.8348261339117
"X.257",257,35.8220959132048,-81.6572672628629
"X.258",258,35.7319724312033,-81.7039701735585
"X.259",259,35.7517586114372,-81.518455984852
"X.260",260,35.7820090020964,-81.7614608233989
"X.261",261,35.7898964262017,-81.7107920137806
"X.262",262,35.7007324094079,-81.6390315747824
"X.263",263,35.758428579411,-81.6440068040392
"X.264",264,35.7450031320952,-81.6903160418694
"X.265",265,35.7648284994155,-81.6785117721457
"X.266",266,35.7322175822997,-81.5510076958646
"X.267",267,35.7413094668866,-81.4014683040812
"X.268",268,35.7284076012879,-81.6646038403614
"X.269",269,35.7603663535863,-81.4552110703322
"X.270",270,35.6411548660955,-81.7868469473887
"X.271",271,35.6342508922172,-81.6688218956171
"X.272",272,35.6988865787299,-81.7097700631169
"X.273",273,35.7328443562085,-81.6071211917843
"X.274",274,35.7170791998344,-81.4875632176217
"X.275",275,35.6761174714003,-81.5083103801362
"X.276",276,35.6557831406625,-81.7135733376388
"X.277",277,35.4994086948017,-80.6386166551885
"X.278",278,35.4167264434344,-80.6017125665509
"X.279",279,35.4639828136088,-80.6044539089708
"X.280",280,35.2791304599458,-80.6427848956809
"X.281",281,35.3049686082041,-80.6645987613936
"X.282",282,35.3984542766502,-80.6457310310011
"X.283",283,35.4757149553267,-80.6438536053461
"X.284",284,35.4152147653524,-80.6368262934465
"X.285",285,35.4332269912232,-80.6331190264018
"X.286",286,35.4420438261151,-80.6600920963926
"X.287",287,35.2710821774183,-80.5911223652066
"X.288",288,35.2609199197791,-80.5186492383245
"X.289",289,35.4012907749161,-80.679259162294
"X.290",290,35.3932430162113,-80.7306684418768
"X.291",291,35.4243433474504,-80.7188162879233
"X.292",292,35.434151088488,-80.602832916448
"X.293",293,35.4813572308767,-80.6051820229438
"X.294",294,35.4762595597627,-80.6751882312854
"X.295",295,35.4958769275001,-80.5908730953595
"X.296",296,35.3899712416582,-80.5543504030889
"X.297",297,35.4606946780992,-80.6333551181004
"X.298",298,35.3795054042645,-80.5222288871145
"X.299",299,35.4868808039418,-80.6333975333337
"X.300",300,35.4957707162369,-80.6162803607195
"X.301",301,35.3360702261554,-80.457668201532
"X.302",302,35.3495609984517,-80.5494066759994
"X.303",303,35.3960441084138,-80.5837062822112
"X.304",304,35.409841981654,-80.5870559518961
"X.305",305,35.3908775821774,-80.5734840220913
"X.306",306,35.4080796442606,-80.5594756850709
"X.307",307,35.4223412866888,-80.5805143943518
"X.308",308,35.4022059723102,-80.4328700545052
"X.309",309,35.4654079577388,-80.3634252474218
"X.310",310,35.4683272478245,-80.4559926955056
"X.311",311,35.4625405347025,-80.5391156940063
"X.312",312,35.4752441075956,-80.7353326759621
"X.313",313,35.3561833746747,-80.6653996125467
"X.314",314,35.451004434654,-80.585349968069
"X.315",315,35.3961578182363,-80.5995635732334
"X.316",316,35.3112097405068,-80.622046631199
"X.317",317,35.3291537778157,-80.6765137500837
"X.318",318,35.3287620791239,-80.5870636099651
"X.319",319,35.34120136469,-80.6316161111223
"X.320",320,35.3648242677929,-80.5863469711945
"X.321",321,35.3752396816708,-80.6175249850049
"X.322",322,35.3798933648877,-80.6821964397806
"X.323",323,35.9970746127146,-81.6922150471776
"X.324",324,35.9620812835406,-81.5230417195376
"X.325",325,35.8689827805349,-81.6365613107008
"X.326",326,36.0085609666342,-81.4090225910825
"X.327",327,35.8894507667792,-81.5127943390438
"X.328",328,36.0558216832259,-81.5094564366626
"X.329",329,35.9344894215499,-81.4780455812478
"X.330",330,35.8040452622869,-81.5423484719247
"X.331",331,35.9212243331177,-81.5839757601045
"X.332",332,35.923025263912,-81.524897549101
"X.333",333,35.8111465233101,-81.4654794652814
"X.334",334,35.8857620224299,-81.5430925953262
"X.335",335,35.809027446008,-81.4929484302182
"X.336",336,35.844815581242,-81.5499710236949
"X.337",337,35.8413927903301,-81.5114222619035
"X.338",338,35.9118104253878,-81.389896902144
"X.339",339,35.7917503959797,-81.3838189550043
"X.340",340,35.869663893061,-81.5989236778619
"X.341",341,35.8582472822315,-81.4670861239751
"X.342",342,35.8302078457392,-81.3915698569568
"X.343",343,36.0457609749119,-81.5895351130642
"X.344",344,35.9268275113949,-81.5532782697179
"X.345",345,35.7853107687125,-81.4249679122771
"X.346",346,36.4802237296049,-76.3403442857017
"X.347",347,36.2146997341652,-76.0026011198898
"X.348",348,36.3531361294821,-76.1637743718742
"X.349",349,34.8244482732095,-76.5128160441282
"X.350",350,34.8764500111289,-76.3191251425931
"X.351",351,34.9240156562455,-76.6053068697189
"X.352",352,34.7789013918483,-77.0541633652047
"X.353",353,34.8355687114752,-76.6440622985953
"X.354",354,34.9695005425072,-76.4712838098448
"X.355",355,34.6797469242328,-76.8229967572665
"X.356",356,34.7467709746878,-76.7543632058179
"X.357",357,34.819425451958,-76.6741767578529
"X.358",358,34.8171832056984,-76.7265786924352
"X.359",359,34.8038602247053,-76.5965057063143
"X.360",360,34.8296764567103,-76.401577541663
"X.361",361,34.8726509046398,-76.3734195855889
"X.362",362,35.0388495198496,-76.2218533977768
"X.363",363,34.7095776899037,-76.4569607687905
"X.364",364,34.6507388541484,-77.010198813837
"X.365",365,34.7380989878821,-76.9114347767194
"X.366",366,34.6815808781502,-76.7316727734524
"X.367",367,34.7257872608905,-76.7521432996038
"X.368",368,34.7793475459603,-76.766343303187
"X.369",369,34.7236316929181,-76.9976983445108
"X.370",370,34.7508223448525,-76.8364542895139
"X.371",371,34.7399929735336,-76.7062361592632
"X.372",372,34.7365075118311,-76.6321814878804
"X.373",373,34.7332155552952,-77.0790751531659
"X.374",374,34.6918366486083,-77.0759240803985
"X.375",375,34.7093954627889,-76.6577646329713
"X.376",376,34.7604922644973,-76.5583058480639
"X.377",377,34.7275415565761,-76.8340873550754
"X.378",378,34.6812673112909,-76.8854086490233
"X.379",379,34.6306058054078,-76.558109430266
"X.380",380,34.7902241161869,-76.9187703232753
"X.381",381,34.8107734086365,-76.8340328324252
"X.382",382,34.7319591775258,-76.5106088745317
"X.383",383,36.4898898713292,-79.4408879215342
"X.384",384,36.3795706719624,-79.4494371488358
"X.385",385,36.4779680585165,-79.3562366884386
"X.386",386,36.2914564153394,-79.4687093210759
"X.387",387,36.4023565827063,-79.320258722528
"X.388",388,36.3485555951503,-79.3657626149885
"X.389",389,36.4934256144901,-79.2320756510099
"X.390",390,36.4045340394127,-79.1957069030671
"X.391",391,36.3296080119217,-79.2544215148278
"X.392",392,36.2856607309028,-79.1981561046396
"X.393",393,36.2816781746737,-79.3349039648138
"X.394",394,35.6007622366781,-81.3380687301573
"X.395",395,35.6630497144707,-81.4056690502406
"X.396",396,35.665825828665,-81.3380573833983
"X.397",397,35.7462474556857,-81.3127055249172
"X.398",398,35.5981448997866,-81.4468952630075
"X.399",399,35.6853341232256,-81.227898430026
"X.400",400,35.7850288278971,-81.3039154501014
"X.401",401,35.6746652456683,-81.2489561616863
"X.402",402,35.6219329201378,-81.2671235646044
"X.403",403,35.7105799893789,-81.2017485199948
"X.404",404,35.731919231379,-81.3602840241314
"X.405",405,35.7383700431909,-81.2701636467485
"X.406",406,35.5685813948686,-80.9924918262078
"X.407",407,35.7396976946794,-81.3501105664799
"X.408",408,35.6079667134955,-81.0123003591043
"X.409",409,35.7263271503665,-81.3246227444605
"X.410",410,35.617547197807,-81.1105459620194
"X.411",411,35.7027128963976,-81.3359772425964
"X.412",412,35.5784931960703,-81.1551776450453
"X.413",413,35.7625571421674,-81.3435040304366
"X.414",414,35.7391686329186,-81.3328623741823
"X.415",415,35.760437081594,-81.2908943079378
"X.416",416,35.6653553934279,-81.2155911164994
"X.417",417,35.6890775577168,-81.0956077948407
"X.418",418,35.5922986807066,-81.2057089369534
"X.419",419,35.6734530236527,-81.0176329725343
"X.420",420,35.6725102901321,-81.1783150929885
"X.421",421,35.7185963361081,-81.155327721429
"X.422",422,35.7340069246392,-81.3802840212073
"X.423",423,35.7779250517266,-81.221524068442
"X.424",424,35.7835538320748,-81.2701145435616
"X.425",425,35.7032285954085,-81.2959717595719
"X.426",426,35.7563591529848,-81.3600623956538
"X.427",427,35.7066090654167,-81.3862913572906
"X.428",428,35.7204411474411,-81.231299642398
"X.429",429,35.7606739536537,-81.3229860216085
"X.430",430,35.6334683985157,-81.2077494703654
"X.431",431,35.7238572843039,-81.3402458666249
"X.432",432,35.7742558674851,-81.145135465116
"X.433",433,35.7869485685506,-81.3318753556051
"X.434",434,35.7258068751578,-79.1867432747291
"X.435",435,35.7807392964964,-79.120651113785
"X.436",436,35.5715176557363,-79.5223953155253
"X.437",437,35.8330066172718,-79.0423384484061
"X.438",438,35.7762940048668,-79.0577805397171
"X.439",439,35.6331514481583,-79.423722466167
"X.440",440,35.5905420930187,-79.3180255579836
"X.441",441,35.6179828315199,-79.1967020478786
"X.442",442,35.7349208607237,-79.0079758466748
"X.443",443,35.8408959832446,-79.1640063343984
"X.444",444,35.8075842163828,-79.4499789494824
"X.445",445,35.7018073952302,-79.5136802472996
"X.446",446,35.558312999673,-79.447400642992
"X.447",447,35.8110762577041,-79.2874955586233
"X.448",448,35.7159728632154,-79.4318399352142
"X.449",449,35.7190758254575,-79.3199765102062
"X.450",450,35.6208421313866,-79.0286287876291
"X.451",451,35.8308904450082,-78.9587776586637
"X.452",452,35.0235972437008,-84.2598852069024
"X.453",453,35.1015512175079,-84.2224502015047
"X.454",454,35.1896039580852,-84.1670951112152
"X.455",455,35.2042462381437,-84.0346710199107
"X.456",456,35.029829533006,-84.1341564672237
"X.457",457,35.0030171784681,-84.0602841478176
"X.458",458,35.0838143318844,-84.0061733345972
"X.459",459,35.0990654951976,-83.9351461922247
"X.460",460,35.1683337400122,-83.8110469341464
"X.461",461,35.2163470176617,-83.8222550811178
"X.462",462,35.1266338057911,-84.0202360287439
"X.463",463,35.1802053001514,-83.9145332794457
"X.464",464,35.2231744635832,-83.7387911248999
"X.465",465,35.0238477569797,-84.0049924274961
"X.466",466,36.2837512740145,-76.629968452806
"X.467",467,36.1950174568818,-76.6220519091992
"X.468",468,36.0718337433245,-76.6559747802267
"X.469",469,36.0330772737747,-76.506611113208
"X.470",470,36.1720593043299,-76.6984337393499
"X.471",471,36.0814368447155,-76.5953183447872
"X.472",472,35.0229101278951,-83.944341137975
"X.473",473,35.0021955590059,-83.9013878118633
"X.474",474,35.0125288808819,-83.8223023712216
"X.475",475,35.0188298076657,-83.7510161123241
"X.476",476,35.0413584039417,-83.6257268153502
"X.477",477,35.1071138894574,-83.7449680616915
"X.478",478,35.0674816761525,-83.8816021745093
"X.479",479,35.0682708488846,-83.8207692033635
"X.480",480,35.0321651295119,-83.8389274387284
"X.481",481,35.3515437270049,-81.4401268129611
"X.482",482,35.5236536176629,-81.6424289131503
"X.483",483,35.4101793501764,-81.5539026774023
"X.484",484,35.3131921797482,-81.4808451459145
"X.485",485,35.4262482713453,-81.6402755966611
"X.486",486,35.2279821088881,-81.3729264479799
"X.487",487,35.2391717409789,-81.6589781709976
"X.488",488,35.5036028941324,-81.5414709233556
"X.489",489,35.3231920126933,-81.653554824656
"X.490",490,35.1883026179754,-81.4384786943839
"X.491",491,35.3320035949907,-81.5140935863592
"X.492",492,35.2741046724592,-81.5654028855076
"X.493",493,35.2568105778306,-81.5167605014657
"X.494",494,35.2001165491454,-81.3494383117665
"X.495",495,35.2476052889811,-81.3691301124728
"X.496",496,35.4177680319253,-81.4959846742004
"X.497",497,35.3567153693442,-81.6177936051238
"X.498",498,35.3353434099163,-81.560406996755
"X.499",499,35.2994536782746,-81.509038599967
"X.500",500,35.2866638474732,-81.4128347949523
"X.501",501,35.2115372886821,-81.5276190457231
"X.502",502,35.2838753358676,-81.5167951406134
"X.503",503,35.2679181274652,-81.7151541543294
"X.504",504,35.2327401620023,-81.5976024298124
"X.505",505,35.1947252365501,-81.701417570674
"X.506",506,35.2929522941956,-81.5530733253637
"X.507",507,35.2293245862613,-81.4343341394544
"X.508",508,35.2751099398752,-81.3624517227297
"X.509",509,34.3943780850631,-78.7491654639849
"X.510",510,34.4044136115142,-78.642427312119
"X.511",511,34.3415163490976,-78.5051246483893
"X.512",512,34.2950324249299,-78.5983064934472
"X.513",513,34.3190378576237,-78.9281202726385
"X.514",514,34.2432272629675,-78.9305771137008
"X.515",515,34.2154310745722,-78.8304900353398
"X.516",516,34.1302167623943,-78.8240158534045
"X.517",517,34.3397092922447,-78.6989079706051
"X.518",518,34.2371163155818,-78.6928592332473
"X.519",519,34.1336554794831,-78.6624714138554
"X.520",520,34.0659000275388,-78.6316261432234
"X.521",521,34.1592137863175,-78.6065868382131
"X.522",522,34.063149293802,-78.7431707578153
"X.523",523,34.0150886069001,-78.6755793627762
"X.524",524,34.404251030688,-78.8971006747705
"X.525",525,34.2914705914978,-79.0037229231262
"X.526",526,34.3188657819573,-78.7038866123236
"X.527",527,34.2763732096724,-78.7370758090067
"X.528",528,34.3142941013217,-78.8328060765197
"X.529",529,34.4475838052854,-78.7372561792651
"X.530",530,34.3430104062786,-78.7476059126633
"X.531",531,34.305490998605,-78.2681325246174
"X.532",532,34.1600799892515,-78.7531222671087
"X.533",533,34.2643207109971,-78.4084985743691
"X.534",534,34.1896927054046,-78.5221583180649
"X.535",535,35.2295112071881,-76.9764100515807
"X.536",536,35.0427862751357,-77.0708829951595
"X.537",537,35.2921090963522,-77.3510316965745
"X.538",538,35.2369730435988,-77.4194560453714
"X.539",539,35.3304812760498,-77.2654815796725
"X.540",540,35.2821135785447,-77.0528001264965
"X.541",541,35.3167432166126,-77.1650213088912
"X.542",542,35.1380695897344,-77.1056052640583
"X.543",543,35.1895804000629,-77.2220636742173
"X.544",544,35.1000488018284,-77.0687249035248
"X.545",545,35.0720546664761,-77.1506594239578
"X.546",546,35.086140673751,-76.9718266661934
"X.547",547,35.0811885994906,-77.0936314445433
"X.548",548,35.1468256732482,-77.143647237321
"X.549",549,35.094717902861,-77.1624319069962
"X.550",550,35.2108066187701,-77.3426298021915
"X.551",551,35.1004223905328,-77.0479244799056
"X.552",552,35.0398481151427,-77.0243981021823
"X.553",553,35.1200794411294,-77.0712557852744
"X.554",554,34.9654738393913,-77.0250725224824
"X.555",555,35.130525318842,-77.0565939492501
"X.556",556,34.9080670818523,-76.7630734137256
"X.557",557,34.8879559816998,-76.9846944234605
"X.558",558,35.1645839235464,-77.0354004415858
"X.559",559,35.1046013661314,-77.1083745012884
"X.560",560,35.0325982847239,-76.9862648853444
"X.561",561,34.8572444715614,-76.8994024130991
"X.562",562,34.8816784585777,-78.8740971697773
"X.563",563,34.932062802272,-78.6833922846023
"X.564",564,34.9426750899614,-78.9403420056391
"X.565",565,35.0660374546142,-78.869562878422
"X.566",566,35.0849939837012,-78.8764028472134
"X.567",567,35.0603600232414,-78.8936201564646
"X.568",568,35.0524453485868,-78.90698328136
"X.569",569,35.061732518173,-78.9079001700035
"X.570",570,35.0275404526893,-78.9188246590509
"X.571",571,35.0378326087371,-78.9200312474643
"X.572",572,35.0586920840337,-78.9277747767003
"X.573",573,35.0891945189564,-78.8960878474728
"X.574",574,35.0801189239018,-78.9054360228134
"X.575",575,35.0737526214185,-78.9117901850817
"X.576",576,34.9942205316455,-78.9743907174277
"X.577",577,35.0205631982551,-78.9399599632829
"X.578",578,35.0205152765573,-78.9619064391533
"X.579",579,35.0485547460298,-78.9243924385277
"X.580",580,35.0562361478676,-78.949776335554
"X.581",581,35.0306044908771,-79.0223112737856
"X.582",582,35.0500166098896,-78.9664581544036
"X.583",583,35.06801598942,-78.9679311093566
"X.584",584,35.0507875873241,-79.0367360964139
